track_id,track_name,track_popularity,track_duration_ms,explicit_lyrics,release_date,danceability,energy,musical_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,release_year
5LCuYStrxpoBkTiz66Yxs1,The Mooche,9,189894,0,2014-07-01,0.563,0.152,0,-14.428,0,0.0401,0.939,0.67,0.093,0.363,122.871,4,2014.0
2Iozv2zGP40cCj7NZVV8EG,Jubilee Stomp,9,154852,0,2014-07-01,0.66,0.257,5,-17.578,0,0.0469,0.972,0.879,0.11,0.908,128.896,4,2014.0
0FMah8dWjkxLKXXJBlSLpj,Cotton Club Stomp,9,173739,0,2014-07-01,0.797,0.426,0,-11.107,0,0.128,0.957,0.887,0.343,0.965,130.456,4,2014.0
7mW2krCDyLwIXn8sgde9wX,Rockin' in Rhythm,6,193171,0,2014-07-01,0.705,0.0886,0,-15.026,1,0.0705,0.973,0.192,0.112,0.683,86.795,4,2014.0
1sHULuyjjmmQL6vKduMfOD,Mood Indigo,6,188403,0,2014-07-01,0.619,0.0275,3,-22.171,1,0.0439,0.956,0.405,0.121,0.319,88.447,4,2014.0
7lMKzvBGBBVFRJHFFFEAeH,Echoes of the Jungle,5,205534,0,2014-07-01,0.575,0.22,3,-12.482,1,0.0355,0.99,0.762,0.255,0.577,114.904,4,2014.0
4DnCeXXSR4miroGaAVubqu,Black Beauty,3,181554,0,2014-07-01,0.592,0.283,3,-17.281,1,0.0384,0.993,0.815,0.214,0.587,139.994,4,2014.0
2sFX5pwonB9XZ8yOGqvPtE,Old Man Blues,3,186280,0,2014-07-01,0.757,0.281,3,-13.869,1,0.0591,0.907,0.543,0.108,0.796,124.823,4,2014.0
1A8ujByQrV183npEzOnUaZ,Lazy Duke,2,188358,0,2014-07-01,0.877,0.336,0,-10.449,0,0.067,0.985,0.117,0.169,0.659,109.246,4,2014.0
2B7p7q7U1q5cxNjPmFnBFb,Double Check Stomp,3,173478,0,2014-07-01,0.713,0.387,8,-11.817,1,0.126,0.893,0.908,0.0691,0.907,126.761,4,2014.0
40TcTDyr4SELK6c2k3PslP,Ring Dem Bells,2,176777,0,2014-07-01,0.822,0.226,0,-15.263,1,0.0888,0.939,0.881,0.286,0.889,115.997,4,2014.0
5yQS6CFVBX5SxqCdkFAB66,Syncopated Shuffle,2,165646,0,2014-07-01,0.748,0.437,7,-10.698,1,0.104,0.981,0.804,0.354,0.874,92.209,4,2014.0
4IB59p09Diweqamw9CWzCH,Shout 'Em Aunt Tillie,2,177535,0,2014-07-01,0.629,0.246,10,-11.803,1,0.0841,0.939,0.211,0.148,0.747,154.012,4,2014.0
3xiY5ajqSnRZF1wy8Xf01r,The New East St. Louis Toodle-O,4,184386,0,2014-07-01,0.646,0.356,0,-13.297,0,0.0717,0.971,0.851,0.131,0.638,78.817,4,2014.0
4nsw1qtQyhVJGfpiiJRstn,Tiger Rag,2,340689,0,2014-07-01,0.616,0.468,8,-12.042,1,0.0598,0.972,0.854,0.507,0.967,136.532,4,2014.0
0GAnm0wBRSzpfUP9D8yG4g,Big House Blues,1,181752,0,2014-07-01,0.597,0.104,0,-16.553,0,0.0618,0.973,0.231,0.145,0.635,115.405,4,2014.0
0t6aYYVzj83gMt0eTRCYuk,Limehouse Blues,2,189844,0,2014-07-01,0.654,0.39,5,-10.352,0,0.0308,0.99,0.859,0.111,0.6,93.782,4,2014.0
3HhOjme9o6qwIr28TtWQLi,Swampy River,1,170234,0,2014-07-01,0.576,0.334,5,-15.952,0,0.0353,0.995,0.861,0.271,0.54,100.401,4,2014.0
5JdLacytiGoeW6LEUPmBQm,Hop Head,2,176117,0,2014-07-01,0.714,0.611,5,-9.069,1,0.0604,0.987,0.876,0.265,0.917,120.357,4,2014.0
5elyJWpvxqDvjg081BOOBn,Sweet Dreams of Love,2,206030,0,2014-07-01,0.476,0.181,5,-13.869,1,0.0414,0.985,0.871,0.254,0.346,108.473,4,2014.0
4jLoZkEVeDZgWhn0LdVdkw,100 Years from Now,0,124880,0,2013-10-15,0.458,0.881,7,-6.85,1,0.0424,0.0463,5.21e-05,0.398,0.759,133.716,4,2013.0
3nmxAQPMze5IwuorneWKIL,96 Tears,3,141960,0,2020-03-13,0.839,0.541,0,-10.277,1,0.0342,0.294,2.83e-05,0.0718,0.963,122.661,4,2020.0
0FD8KMG4pHp0O9clTpChjp,I Say a Little Prayer,65,216773,0,2017-03-25,0.59,0.355,9,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03,4,2017.0
0SFzxRC95kjyaHE8TniqzH,96 Tears,0,141960,0,2018-12-28,0.839,0.541,0,-10.277,1,0.0342,0.294,2.83e-05,0.0718,0.963,122.661,4,2018.0
6MWd67OT1p4KfNB1UXXsgF,Nostimo Trelo Mikro Mou,13,178933,0,2015-02-19,0.66,0.631,2,-5.877,0,0.0454,0.769,0.000497,0.163,0.955,78.63,4,2015.0
0wkO8iq0sSpV9prFGHUdHL,Antonis O Varkaris O Seretis,9,201293,0,2015-02-19,0.597,0.699,9,-6.867,1,0.0444,0.942,1.05e-06,0.276,0.832,126.169,4,2015.0
5R4NxsgMHnnuq4nnNgrGOg,Fragosiriani,5,190480,0,2015-02-19,0.643,0.436,1,-8.609,1,0.0442,0.947,0.038,0.0852,0.763,160.557,4,2015.0
0b1qO6YGSbD1fxl12troKY,Koroido,2,193867,0,2015-02-19,0.757,0.46,10,-6.87,1,0.0486,0.821,5.63e-05,0.115,0.486,102.684,4,2015.0
5Go1PakySBwnalUjOo1opl,O Hasapis,2,185560,0,2015-02-19,0.617,0.681,0,-9.577,1,0.0319,0.795,0.145,0.256,0.766,83.888,4,2015.0
3kDMGtg5FAieaTLfjjSHmz,Koukla Fragosiriani,1,198667,0,2015-02-19,0.617,0.23,6,-10.642,1,0.0573,0.994,0.0221,0.371,0.689,136.443,4,2015.0
2QHhwI8hnWXrzNMHTHwUCi,O Isovitis,1,198000,0,2015-02-19,0.654,0.336,1,-10.949,1,0.0501,0.994,0.0,0.0773,0.718,138.753,4,2015.0
34g4fNNesYJiSGl8QnSOfx,Ena Lahio Zitaga,2,196227,0,2015-02-19,0.703,0.523,2,-7.456,1,0.0399,0.922,1.25e-05,0.0664,0.771,130.701,4,2015.0
0jcestwCQDuTP0IKi9VKXW,Taxim,3,189040,0,2015-02-19,0.478,0.541,7,-7.975,1,0.058,0.773,0.764,0.0696,0.372,94.451,4,2015.0
2A5KhpuKyWZoEDlYrSmRDH,O Sinahis,1,204067,0,2015-02-19,0.738,0.278,1,-10.329,1,0.0496,0.948,0.000179,0.0938,0.663,92.36,4,2015.0
70HFDMOpMxWqeWobDi74y0,O Grousouzis,2,184760,0,2015-02-19,0.689,0.35,10,-9.961,0,0.0399,0.867,0.00558,0.0711,0.679,137.901,4,2015.0
2Z3QypWs4lEY6OBfewjj3f,I Karmen Stin Athina,2,205507,0,2015-02-19,0.544,0.525,8,-9.517,0,0.0445,0.952,0.0,0.248,0.72,129.525,4,2015.0
33QI68IeIxopj3iH6lS2q6,Antilaloun I Filakes,2,186493,0,2015-02-19,0.678,0.42,6,-12.566,1,0.0411,0.974,0.00338,0.105,0.843,118.799,4,2015.0
7o1PxIdkUQOiYZpt1IbwQP,An M' Axiosi O Theos,1,223413,0,2015-02-19,0.923,0.207,5,-11.898,1,0.0485,0.304,0.558,0.052,0.467,101.97,4,2015.0
7fuwzYH235J7r5DVFd4VDq,Ithela Na 'Me Iraklis,1,194000,0,2015-02-19,0.538,0.506,9,-8.092,1,0.0317,0.987,0.647,0.278,0.709,101.164,4,2015.0
1r9o4v3isF0s9iTdrzjXPK,Pali Methismenos Ise,3,257667,0,2015-02-19,0.584,0.559,2,-8.125,1,0.0466,0.727,1.81e-06,0.966,0.914,131.599,4,2015.0
4JV3YQWEzbNKDJEcNNNH0U,Kapote Imouna Ke Ego,1,200107,0,2015-02-19,0.735,0.377,1,-9.222,1,0.0495,0.976,0.00256,0.057,0.744,117.316,4,2015.0
7xvqTXP9REEOzO4Swj4O5D,Chtes To Vradi Sto Skotadi,1,202240,0,2015-02-19,0.699,0.198,1,-12.835,0,0.075,0.954,0.000916,0.108,0.412,115.535,4,2015.0
3U9wUuTCA3TOkG4hrlFBbJ,O Markos Ipourgos,1,205400,0,2015-02-19,0.628,0.635,0,-8.19,1,0.0318,0.892,0.456,0.289,0.666,106.768,4,2015.0
0U6oAXYGfFTxnJnGifaazA,Maroko,1,183133,0,2015-02-19,0.596,0.443,9,-9.525,1,0.0355,0.908,0.00308,0.269,0.822,111.893,4,2015.0
7Dv0WUKjSaTrIRLntryeuF,Prepi Na Kseris Mihani,1,188627,0,2015-02-19,0.58,0.34,9,-8.86,1,0.0498,0.987,0.0453,0.155,0.471,143.596,4,2015.0
5hOObgX7WaewrAZLV2cfWJ,An Me Axiosi O Theos,1,192333,0,2015-02-19,0.709,0.443,11,-12.998,1,0.0626,0.994,0.0166,0.231,0.624,118.303,4,2015.0
25xvVCAnL18WI8LbURbSyX,Arap Zeibekiko,1,199333,0,2015-02-19,0.701,0.894,5,-9.962,0,0.0346,0.882,0.835,0.081,0.84,104.231,4,2015.0
70bI37ZAQld8gM2IMJisCO,Otan Vlepis Ke Perno,1,203200,0,2015-02-19,0.716,0.201,9,-17.475,0,0.059,0.97,0.259,0.126,0.432,107.202,4,2015.0
6soV2AYOjNVYLqHbzib7LL,Maria Madalena,1,202307,0,2015-02-19,0.429,0.446,9,-10.288,1,0.0429,0.992,0.235,0.107,0.895,126.542,4,2015.0
3ARJ66CJnLiHfGN0YZ713j,Efoumarame Ena Vradi,0,189907,0,2015-02-19,0.785,0.37,6,-9.057,1,0.0445,0.972,1.13e-06,0.0578,0.596,110.543,4,2015.0
50Al1S7am3JoNlziUGZpBP,Mana Me Maherosan,0,198640,0,2015-02-19,0.706,0.309,10,-10.424,0,0.0594,0.867,0.00175,0.106,0.581,121.169,4,2015.0
1V2T0YCOzkSKVNBHDxAWOY,Ores Me Threfi O Loulas,1,188960,0,2015-02-19,0.703,0.433,4,-9.074,1,0.039,0.961,0.001,0.0715,0.959,138.94,4,2015.0
5wyiBfbnGiEEleg10IgS72,Psila Min Chtisis Ti Folia Sou,1,196000,0,2015-02-19,0.675,0.62,4,-8.07,1,0.0259,0.944,0.0284,0.148,0.956,96.41,4,2015.0
7bIzgGrSF513aNh5kWKJlz,Karadouzeni,0,197187,0,2015-02-19,0.774,0.569,5,-8.688,1,0.0572,0.995,0.466,0.118,0.718,104.514,4,2015.0
5AA9zMFIkc1EVGP7GHJkGg,Alana Pireotissa,1,200667,0,2015-02-19,0.693,0.249,2,-12.613,1,0.0427,0.967,0.00852,0.0704,0.341,98.739,4,2015.0
796hAP0QVvAPCCLXMZT238,Kavaliotissa,0,205960,0,2015-02-19,0.662,0.478,6,-9.259,0,0.05,0.986,9.98e-06,0.321,0.969,123.071,4,2015.0
2ppnJ8Wz2US6hbHGX61zy4,O mama mama - Remix 2014,0,211620,0,2014-11-27,0.985,0.522,8,-10.259,1,0.286,0.124,0.902,0.132,0.691,125.006,4,2014.0
3mOdIVWF9d6amDmw1vxjOe,RUN!,53,259213,1,2018-12-12,0.384,0.981,8,-3.164,1,0.0739,0.0366,0.0,0.134,0.468,178.004,4,2018.0
3WQAnAi1JAG6xjJdUZqqw4,Dead man walking,51,260000,0,2014-12-16,0.598,0.658,11,-6.342,1,0.0336,0.157,0.0,0.101,0.379,150.05,3,2014.0
1Ttax1oazQf5VpunHgcGen,El Tesoro de los Inocentes,42,219547,0,2015-08-04,0.723,0.487,9,-9.705,0,0.0282,0.247,0.0,0.166,0.627,95.647,4,2015.0
1mtUqbOtIjHdaZyyeBmx5R,"All Blues - Live at the Newport Jazz Festival, Newport, RI - July 1966",13,627107,0,2015-07-17,0.38,0.491,2,-11.738,0,0.0695,0.205,3.67e-06,0.08,0.371,142.126,3,2015.0
28anyQ5NZxVBNHWw9zo0ju,"Gingerbread Boy - Live at the Newport Jazz Festival, Newport, RI - July 1966",11,509613,0,2015-07-17,0.38,0.642,5,-10.779,0,0.0597,0.151,1.46e-05,0.937,0.505,124.366,4,2015.0
7tS65NflLm1jmiLDSwPvEm,"Stella by Starlight - Live at the Newport Jazz Festival, Newport, RI - July 1966",12,478427,0,2015-07-17,0.359,0.462,5,-11.696,1,0.0566,0.23,0.00117,0.259,0.385,156.127,4,2015.0
2ILQXkqwzY7lBEEnOZGtwi,"R.J. - Live at the Newport Jazz Festival, Newport, RI - July 1966",10,380893,0,2015-07-17,0.342,0.449,2,-12.463,0,0.0453,0.258,3.96e-06,0.151,0.505,148.476,4,2015.0
4OYMMhhvDG1iGRrCu9HYjE,"Seven Steps to Heaven - Live at the Newport Jazz Festival, Newport, RI - July 1966",10,285880,0,2015-07-17,0.351,0.627,5,-10.793,1,0.083,0.117,3.92e-05,0.134,0.455,85.005,4,2015.0
6aQrGQgMYhUP7Rtzz5Gois,"The Theme / Closing Announcement by Leonard Feather - Live at the Newport Jazz Festival, Newport, RI - July 1966",9,137080,0,2015-07-17,0.405,0.592,3,-11.947,0,0.193,0.0956,9.93e-06,0.287,0.542,119.363,4,2015.0
03KJ3aS62zLTi28W2UZZSC,Walkin',24,806890,0,2015-10-02,0.603,0.205,5,-11.766,1,0.0521,0.86,0.456,0.114,0.484,126.286,4,2015.0
3ivqFO1wGfsHoYtN3173Kq,Blue 'n Boogie,15,496150,0,2015-10-02,0.556,0.48,10,-9.569,1,0.0464,0.868,0.779,0.199,0.815,133.815,4,2015.0
3vhTPr9lvmerbruNCPTJBk,Human Nature 2018 Edit,3,601640,0,2018-09-21,0.535,0.837,2,-5.721,1,0.0734,0.042,0.371,0.629,0.497,106.305,4,2018.0
4EQPTdMN8rIKON3a3KFW4h,It Never Entered My Mind,4,242835,0,2015-10-02,0.404,0.0914,8,-14.878,1,0.0319,0.993,0.871,0.139,0.415,59.773,4,2015.0
2MRb9AEURAkwnvHsxGMNkw,Boplicity,2,179707,0,2015-10-02,0.63,0.13,7,-14.476,0,0.0419,0.993,0.644,0.144,0.558,67.187,4,2015.0
3VS5dKjRscNBvya5K60pfB,La Chaloupee (2013 - Remaster),0,322773,0,2015-01-01,0.578,0.472,7,-8.11,1,0.0344,0.662,0.00748,0.354,0.654,78.986,4,2015.0
0gpLmkVdLVq5gDX4Aqoo08,Give Me the Night,54,223160,0,2019-07-05,0.854,0.744,1,-6.922,1,0.0475,0.383,0.0379,0.0994,0.864,109.935,4,2019.0
4VER9kfGH3ty6Hcv0j2dML,It's the Most Wonderful Time of the Year,7,151200,0,2019-03-29,0.223,0.741,2,-4.867,1,0.045,0.873,1.61e-06,0.088,0.624,201.504,3,2019.0
4oKR9RL3dVxwoisS2HrSlj,It's the Most Wonderful Time of the Year,2,151200,0,2019-03-29,0.223,0.741,2,-4.867,1,0.045,0.873,1.61e-06,0.088,0.624,201.504,3,2019.0
6jMNJbYHB4yUwCWrdbcCWA,It's the Most Wonderful Time of the Year,14,151200,0,2020-10-23,0.223,0.741,2,-4.867,1,0.045,0.873,1.61e-06,0.088,0.624,201.504,3,2020.0
37Spxcn5fqvRe9XgZEgEqJ,It's the Most Wonderful Time of the Year,0,151200,0,2020-10-23,0.223,0.741,2,-4.867,1,0.045,0.873,1.61e-06,0.088,0.624,201.504,3,2020.0
6Zfdu4Pfs90s46qM8vwpAu,It's the Most Wonderful Time of the Year,1,165190,0,2018-12-07,0.189,0.671,2,-5.098,1,0.0378,0.723,0.0,0.14,0.695,202.133,3,2018.0
1kKxvLPfgpG5NRJ9MAmYsu,Lag Ja Gale Se Phir,40,257613,0,2013-11-01,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,3,2013.0
397ca8b09VvIeZtjVGcoRm,Vellipoke,46,277187,0,2013-03-07,0.632,0.761,4,-8.134,0,0.0414,0.245,0.0,0.179,0.46,91.965,4,2013.0
6R0FwF48PO2BrdZpLeWi42,Nee Kavithaigala,52,276250,0,2017-01-19,0.586,0.541,4,-5.647,0,0.0272,0.454,2.92e-06,0.121,0.413,130.055,3,2017.0
3hXX5v2JaVqDR3aeQcPAU9,The Life of Ram,58,354286,0,2018-08-17,0.496,0.488,1,-9.799,0,0.0306,0.277,2.39e-06,0.183,0.347,83.945,4,2018.0
5YXhtWlIOwzzFzoupjGMrW,"Main Title / Coronation Procession - From ""The Adventures Of Robin Hood""",4,284867,0,2018-11-16,0.275,0.275,10,-14.211,1,0.0335,0.677,0.602,0.105,0.2,97.076,4,2018.0
4ys3MN1E21HzHWo2wdk4BC,"Bahut Pyar Karte Hai (Female Version) - From ""Saajan""",45,265667,0,2016-07-01,0.452,0.49,4,-11.685,0,0.0397,0.658,5.71e-06,0.167,0.724,123.669,4,2016.0
3oj9ZcytkTaovswquxjzo1,Om Bhurbhuwasah,46,3340672,0,2016-11-08,0.719,0.466,3,-9.153,1,0.0417,0.733,1.81e-06,0.0973,0.812,137.159,4,2016.0
0IvdKtLja9V3fIvf16HXWs,Shiv Amritwani,45,2954509,0,2017-12-01,0.597,0.656,6,-6.342,0,0.0791,0.815,0.0,0.0557,0.932,143.903,4,2017.0
0cVVuXVtEj2TYBccsnc4yK,Nee Yaaro,36,233224,0,2014-09-18,0.414,0.523,6,-6.915,0,0.0332,0.667,9e-06,0.128,0.505,127.427,3,2014.0
3Q1henmNUkc8YnOO31FSD3,Vaishaka Sandhya,41,233482,0,2015-07-17,0.576,0.344,9,-13.056,0,0.0437,0.738,2.36e-06,0.0926,0.73,132.803,3,2015.0
3fFw9j5oxF9uPE4qTit3FL,"Pal Pal Dil Ke Paas - From ""Blackmail""",42,327160,0,2013-01-01,0.474,0.508,10,-6.564,0,0.0368,0.562,1.86e-06,0.0812,0.512,120.948,4,2013.0
1nFdQ4ayzobh6DvQGA9FQH,"Dil Kya Kare - From ""Julie""",42,403040,0,2013-01-01,0.428,0.639,3,-4.965,0,0.0396,0.676,0.0,0.262,0.445,90.03,4,2013.0
4Z47fVblRnF6V0rE8Myreg,Oggi sono io,48,245823,0,2015-03-31,0.486,0.484,4,-9.198,0,0.12,0.521,0.0,0.0526,0.22,143.306,4,2015.0
1Qu08A6PVn1IkIyAxAV5rD,Insieme - 2001 Remaster,45,249760,0,2015-03-31,0.244,0.394,2,-11.048,1,0.0284,0.765,0.00434,0.366,0.322,78.866,4,2015.0
54Jqsflm9eSeRludnzYEeq,"Ancora, Ancora, Ancora - 2001 Remaster",44,258933,0,2015-03-31,0.553,0.402,6,-12.07,0,0.0263,0.0674,0.000791,0.321,0.448,100.397,4,2015.0
20kN7bu0HMO8rIVY6tEytW,Lean on Me,55,257707,0,2013-08-20,0.621,0.246,0,-11.162,1,0.0598,0.81,1.21e-05,0.133,0.452,75.093,4,2013.0
1hx7X9cMXHWJjknb9O6Ava,"The September Of My Years - Live At The Sands Hotel And Casino, Las Vegas/1966 / Show 2",26,187333,0,2018-05-04,0.319,0.201,7,-17.796,1,0.0623,0.887,0.0,0.904,0.239,117.153,3,2018.0
19oquvXf3bc65GSqtPYA5S,"It Was A Very Good Year - Live At The Sands Hotel And Casino, Las Vegas/1966 / Show 2",25,236800,0,2018-05-04,0.269,0.129,7,-18.168,0,0.0576,0.938,4.87e-06,0.683,0.16,82.332,3,2018.0
4ODWgs1CVAZKDbryEodjiz,"Theme From New York, New York",61,204147,0,2015-04-21,0.407,0.589,2,-5.32,1,0.03,0.547,0.0,0.281,0.559,109.009,4,2015.0
0P5VfiSoLktD5N2nZDpQq0,It Was A Very Good Year,1,265613,0,2020-10-23,0.184,0.286,7,-8.257,0,0.0293,0.857,0.0,0.133,0.122,81.408,4,2020.0
42SUjSOr2tsUmOIlYBX04Z,Marly-Gomont,49,308013,0,2015-08-24,0.868,0.509,6,-6.642,0,0.0836,0.0274,2.07e-05,0.0551,0.838,104.02,4,2015.0
39xGJCMzq8P8jkVTKyN5dd,"Prelude And Rooftop - From ""Vertigo""",3,282507,0,2018-11-16,0.216,0.133,10,-17.37,0,0.0324,0.976,0.835,0.0881,0.0319,90.243,3,2018.0
2L17dtaAvxAxQynw3MTFqF,Shekhar Ravjiani's Hanuman Chalisa,47,541675,0,2014-07-29,0.507,0.387,0,-7.391,1,0.0272,0.844,0.0,0.0868,0.292,139.876,4,2014.0
5amXAg9wJBUJu3R4JFu4W9,"Building The Barn - From ""Witness""",7,300027,0,2018-11-16,0.228,0.253,8,-12.078,1,0.0326,0.227,0.907,0.103,0.188,83.537,4,2018.0
5HJcl5wuEptCtI5CSo8eFJ,"Tum Dil Ki Dhadkan Mein (From ""Dhadkan"")",44,314227,0,2016-07-01,0.59,0.568,0,-12.8,1,0.0344,0.633,0.0,0.451,0.502,112.019,4,2016.0
0GIfMmuiS6LKDJJc0nILJo,El reloj - Remastered,56,152764,0,2014-07-08,0.819,0.293,8,-11.383,0,0.0419,0.857,0.0,0.0866,0.761,112.597,4,2014.0
0HBiHi1FZBpI8QOqiS0oBm,Los Luchadores,57,204640,0,2016-04-01,0.719,0.671,2,-5.63,0,0.0305,0.384,1e-06,0.978,0.961,106.028,4,2016.0
78VG6M1i7JQXBdygmWFwye,Everybody Loves Somebody,57,161640,0,2013-11-19,0.26,0.49,3,-9.121,0,0.0415,0.806,0.0,0.336,0.399,80.599,4,2013.0
6aejX4jqPLUmj6ynNlEWLn,Starting over Again,52,247587,0,2014-01-01,0.423,0.457,5,-7.586,1,0.0341,0.225,6.97e-05,0.106,0.148,119.402,4,2014.0
6KIJgbzVB4yRYBc6MCMQ6w,O Ilios Vasilevi / Eki Psila Sta Balkonakia - Sirto,0,244560,0,2014-12-19,0.341,0.512,0,-9.714,0,0.0375,0.516,0.0,0.604,0.648,173.454,4,2014.0
565rpc2V1diN3aTqZx9b1u,Ta Niata - Tsamiko,2,166787,0,2014-12-19,0.57,0.551,7,-9.754,0,0.0367,0.559,0.0,0.783,0.878,95.043,3,2014.0
7dxGZfWqbwSMxfNuNZR6TD,Bruk It Dung,45,159451,1,2016-09-21,0.901,0.608,7,-4.889,1,0.0958,0.0689,1.57e-05,0.0797,0.817,98.044,4,2016.0
4Ey6NrT3kZh9crdmx5WZKy,Drop IT,45,163657,1,2020-10-20,0.847,0.687,10,-5.846,0,0.0659,0.00293,0.00222,0.0469,0.609,97.979,4,2020.0
5s0kp1Q25UTUNlGP6O1Yyo,When YOU Dance,40,129776,1,2020-10-20,0.684,0.644,4,-5.442,1,0.156,0.163,0.0,0.197,0.605,99.447,4,2020.0
11dvmtytnrAXUkCDI2nIKE,To Feggaraki - Tsamiko,0,122693,0,2014-12-19,0.603,0.524,7,-10.45,1,0.0335,0.765,9.73e-05,0.129,0.734,97.157,3,2014.0
7uIjwgdHCyY6J5TDQrZqzx,Let There Be Love - 2003 Remastered,10,165280,0,2018-11-02,0.639,0.256,5,-15.002,1,0.0354,0.893,0.000739,0.103,0.295,119.985,4,2018.0
3TSdkwPeUfvgLwNTF8gfC0,All the Things You Are,56,370385,0,2014-01-31,0.601,0.314,5,-16.922,0,0.0353,0.526,0.878,0.0937,0.316,135.712,4,2014.0
5z3LJpwfI91bj3ogU8l0sk,Et maintenant (Version 1966) - Remasterisé en 2011,42,159747,0,2013-12-02,0.312,0.779,5,-5.077,1,0.0701,0.531,0.0,0.121,0.689,94.967,3,2013.0
4yEvfGgJ9tYfyfXXMLza1V,She Used to Love Me a Lot,57,189507,0,2014-03-25,0.556,0.438,9,-9.722,0,0.0522,0.708,9.86e-06,0.526,0.46,94.911,4,2014.0
1xKEI3TDR1NjJSgAlC384x,Get Rhythm,58,133120,0,2014-01-15,0.914,0.465,5,-11.406,1,0.0618,0.67,0.0,0.222,0.932,110.205,4,2014.0
72jzcow0AX73dDv9iw64ZD,La bohemia (La bohème),36,242800,0,2014-01-01,0.4,0.375,0,-9.198,0,0.0361,0.596,0.0,0.342,0.547,115.895,3,2014.0
1okOtggpNfp0rHm9RNJFfK,"Non, je ne regrette rien",18,140922,0,2015-11-06,0.274,0.223,7,-12.282,1,0.0333,0.967,2.24e-05,0.121,0.416,86.315,4,2015.0
6T4KWzKpttsEjZwBsHEKNu,Hymne à l'amour,8,204624,0,2015-11-06,0.234,0.251,3,-10.395,1,0.042,0.976,0.0,0.284,0.193,73.53,3,2015.0
2H8jogyBQvqohCbetq56xz,"Padam, Padam",6,195074,0,2015-11-06,0.361,0.337,10,-6.364,0,0.0465,0.932,0.0,0.34,0.554,180.543,3,2015.0
345evO7SW0McxNMYsyn2Df,Ouragan,6,134845,0,2015-11-06,0.348,0.201,5,-15.838,1,0.0452,0.85,3.97e-05,0.635,0.358,138.013,4,2015.0
1JnsBzbBjEnVmbAPgDI3X0,"La vie, l'amour",5,107583,0,2015-11-06,0.517,0.411,4,-10.749,0,0.0398,0.829,0.0,0.179,0.772,126.347,4,2015.0
0aDab3DN2LwavtpYUbLSMI,La vie en rose,6,189735,0,2015-11-06,0.395,0.13,7,-14.803,1,0.0418,0.984,0.0,0.183,0.347,79.274,4,2015.0
52Mb5nZOKlPGJPtFbXDYs8,Paris,5,160532,0,2015-11-06,0.364,0.164,0,-12.306,1,0.0618,0.994,4.44e-05,0.166,0.448,62.918,3,2015.0
66eXv6e3QI8djxsCfTkACz,Dans leur baiser,0,209648,0,2015-11-06,0.314,0.373,0,-7.701,1,0.032,0.976,1.06e-05,0.309,0.348,135.419,3,2015.0
5dMJ3MHx2Q2mQIR1FScSgE,C'etait un histoire d'amour,1,261870,0,2015-11-06,0.36,0.114,10,-13.791,1,0.0326,0.994,0.000155,0.236,0.215,105.314,3,2015.0
7ErSr67EbyIZNdLwgsB9Rl,Chanson bleue,1,228896,0,2015-11-06,0.328,0.233,4,-10.988,1,0.036,0.973,7.44e-05,0.0946,0.0754,117.525,4,2015.0
16yBCuY7EzqvPeTNq4FdV0,Roulez tambours (Live),1,338987,0,2015-11-06,0.42,0.588,1,-11.284,1,0.625,0.841,1.26e-05,0.757,0.404,126.967,4,2015.0
6KtoWgOBoTlkNVRw0jnNDu,Le droit d'aimer (Live),1,210607,0,2015-11-06,0.372,0.338,5,-9.48,1,0.0361,0.885,0.00033,0.708,0.635,135.775,4,2015.0
2z6AcO0VR7xBFl9vtwLIY4,La foule,3,176765,0,2015-11-06,0.45,0.413,4,-8.841,0,0.0564,0.909,7.35e-06,0.288,0.585,94.318,4,2015.0
0oBvKqMRjK7lI2554U46gR,Le disque use,0,245596,0,2015-11-06,0.513,0.147,5,-10.944,1,0.0486,0.989,0.0,0.208,0.452,120.634,4,2015.0
5IxHQSSqKymVZqoKfmybOe,La maison du rendez-vous,1,195706,0,2015-11-06,0.463,0.257,7,-10.051,0,0.0406,0.971,0.0,0.309,0.3,107.89,1,2015.0
2SZv5qn54xTybVKrqia3z5,La goualante du pauvre Jean,2,120533,0,2015-11-06,0.651,0.336,8,-8.667,1,0.0488,0.87,0.0,0.145,0.74,91.423,4,2015.0
6uZXNicIQSPGuCrQ9pUJKn,Mon légionnaire,1,207589,0,2015-11-06,0.386,0.192,10,-11.072,0,0.0485,0.993,0.000611,0.146,0.244,63.086,3,2015.0
2oAyNNDhywBMnn6i228VLU,Quatorze Juillet,0,114855,0,2015-11-06,0.448,0.355,7,-10.047,1,0.0309,0.816,0.0,0.778,0.651,106.413,3,2015.0
1c3sFup2XUrtUJjVVagyZD,Ne m'écris pas,1,209231,0,2015-11-06,0.378,0.155,8,-13.348,1,0.0524,0.993,0.0014,0.133,0.301,89.571,4,2015.0
1l35CfzMyDacCUEY2ZJrVe,C'est à Hambourg,1,176944,0,2015-11-06,0.466,0.254,9,-10.101,1,0.0617,0.906,0.0,0.218,0.387,81.894,3,2015.0
2ojB4pV6WgaR2TWcRVtMAc,L'etranger,1,207552,0,2015-11-06,0.457,0.0815,11,-13.576,0,0.0581,0.994,0.000179,0.104,0.291,170.21,3,2015.0
